City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
524,Haradok,BY,55.4624,29.9816,44.71,73,99,4.12,light rain,2022-05-02 04:40:48
525,Purpe,RU,64.4803,76.6897,30.97,89,36,5.3,scattered clouds,2022-05-02 04:40:48
526,Kodiak,US,57.79,-152.4072,45.91,61,20,9.22,few clouds,2022-05-02 04:40:49
527,Manono,CD,-7.3,27.4167,68.41,93,77,2.86,broken clouds,2022-05-02 04:40:49
528,Ziarat,PK,30.3823,67.7282,73.02,15,56,10.58,broken clouds,2022-05-02 04:40:50
529,Axim,GH,4.8699,-2.2405,79.61,85,100,6.35,overcast clouds,2022-05-02 04:40:50
530,Marzuq,YE,14.4,46.4667,82.24,34,40,3.06,scattered clouds,2022-05-02 04:40:50
531,Rensvik,NO,63.1,7.8167,40.66,70,75,26.46,broken clouds,2022-05-02 04:40:51
532,Cowra,AU,-33.8333,148.6833,67.86,49,83,2.51,broken clouds,2022-05-02 04:40:51
533,Santos Dumont,BR,-21.4567,-43.5525,59.05,74,0,3.83,clear sky,2022-05-02 04:40:52
534,Morros,BR,-9.4467,-46.3003,75.96,55,88,4.72,overcast clouds,2022-05-02 04:40:52
535,Marsa Matruh,EG,31.3525,27.2453,64.6,63,0,11.5,clear sky,2022-05-02 04:40:53
536,Viedma,AR,-40.8135,-62.9967,49.24,75,100,7.49,light rain,2022-05-02 04:40:26
537,Sao Joaquim,BR,-28.2939,-49.9317,54.68,98,100,0.78,overcast clouds,2022-05-02 04:40:53
538,Luena,AO,-11.7833,19.9167,52.27,80,2,4.03,clear sky,2022-05-02 04:40:53
539,Aksu,CN,41.1231,80.2644,72.88,15,6,6.38,clear sky,2022-05-02 04:39:16
540,Tuatapere,NZ,-46.1333,167.6833,58.69,74,32,4.43,scattered clouds,2022-05-02 04:40:54
541,Carbonia,IT,39.1672,8.5222,51.01,89,7,4.23,clear sky,2022-05-02 04:40:54
542,Alvinopolis,BR,-20.1067,-43.0489,64.94,80,75,1.68,broken clouds,2022-05-02 04:40:55
543,Norilsk,RU,69.3535,88.2027,24.42,83,100,13.76,overcast clouds,2022-05-02 04:40:55
544,Tigil,RU,57.8,158.6667,34.12,90,99,7.61,overcast clouds,2022-05-02 04:40:55
545,Batemans Bay,AU,-35.7167,150.1833,66.09,56,2,7.96,clear sky,2022-05-02 04:40:56
546,Ovalle,CL,-30.5983,-71.2003,60.22,61,85,2.93,overcast clouds,2022-05-02 04:40:56
547,Seoul,KR,37.5683,126.9778,65.59,26,0,11.5,clear sky,2022-05-02 04:38:00
548,Makakilo City,US,21.3469,-158.0858,77.32,65,20,14.97,few clouds,2022-05-02 04:40:57
549,Kadoma,JP,34.7333,135.5833,70.18,29,40,13.8,scattered clouds,2022-05-02 04:40:57
550,Payo,ID,-3.7508,103.6372,92.43,51,100,2.51,overcast clouds,2022-05-02 04:40:58
551,Mogadishu,SO,2.0371,45.3438,83.1,76,98,12.53,overcast clouds,2022-05-02 04:40:58
552,Tsabong,BW,-26.0217,22.401,58.87,56,0,9.86,clear sky,2022-05-02 04:40:58
553,Flinders,AU,-34.5833,150.8552,74.37,66,1,8.88,clear sky,2022-05-02 04:40:59
554,Alim,PH,9.5649,122.4876,84.4,71,89,5.59,overcast clouds,2022-05-02 04:40:59
555,Sinnamary,GF,5.3833,-52.95,77.52,86,78,10.38,broken clouds,2022-05-02 04:41:00
556,Takab,IR,36.4009,47.1133,49.59,78,70,5.7,light rain,2022-05-02 04:41:00
557,Leh,IN,34.1667,77.5833,51.44,25,0,0.6,clear sky,2022-05-02 04:41:00
558,Amazar,RU,53.858,120.875,50.43,60,92,12.82,overcast clouds,2022-05-02 04:41:01
559,Acari,PE,-15.4311,-74.6158,67.51,81,36,2.51,scattered clouds,2022-05-02 04:41:01
560,Vereshchagino,RU,58.0789,54.6557,39.78,63,91,11.07,overcast clouds,2022-05-02 04:41:02
561,Ayan,RU,56.45,138.1667,30.58,89,99,3.22,overcast clouds,2022-05-02 04:41:02
562,Tura,IN,25.5198,90.2201,86.25,56,81,4.65,light rain,2022-05-02 04:40:11
563,Ambon,ID,-3.6954,128.1814,82.54,74,40,5.75,scattered clouds,2022-05-02 04:41:03
564,Troy,US,42.6056,-83.1499,54.57,80,100,11.5,overcast clouds,2022-05-02 04:39:53
565,Ariquemes,BR,-9.9133,-63.0408,71.69,96,59,0.47,broken clouds,2022-05-02 04:41:03
566,Birobidzhan,RU,48.8,132.95,50.31,51,100,4.72,overcast clouds,2022-05-02 04:41:04
567,Denpasar,ID,-8.65,115.2167,87.46,79,20,18.41,few clouds,2022-05-02 04:41:04
568,Tautira,PF,-17.7333,-149.15,79.99,72,94,5.46,overcast clouds,2022-05-02 04:41:04
569,Aransas Pass,US,27.9095,-97.15,80.02,90,40,14.97,scattered clouds,2022-05-02 04:41:05
570,Lubango,AO,-14.9172,13.4925,56.41,64,11,5.19,few clouds,2022-05-02 04:41:05
571,The Valley,AI,18.217,-63.0578,79.11,80,95,21.16,overcast clouds,2022-05-02 04:41:06
572,Aripuana,BR,-9.1667,-60.6333,74.35,87,38,0.92,scattered clouds,2022-05-02 04:41:06
573,Udachnyy,RU,66.4167,112.4,32.45,42,70,16.71,broken clouds,2022-05-02 04:41:07
574,Oda,JP,35.1833,132.5,59.77,55,0,13.35,clear sky,2022-05-02 04:40:59
575,Cartagena Del Chaira,CO,1.3349,-74.8429,71.11,94,98,1.99,overcast clouds,2022-05-02 04:41:07
576,Byron Bay,AU,-28.65,153.6167,73.94,60,12,12.24,few clouds,2022-05-02 04:41:08
577,Yinchuan,CN,38.4681,106.2731,70.07,9,5,5.77,clear sky,2022-05-02 04:41:08
578,Robertsport,LR,6.7533,-11.3686,80.76,80,99,2.51,overcast clouds,2022-05-02 04:41:09
579,Inverell,AU,-29.7833,151.1167,78.67,40,0,1.99,clear sky,2022-05-02 04:41:09
580,Rosetown,CA,51.5501,-108.0014,42.78,49,100,9.22,overcast clouds,2022-05-02 04:38:19
581,Ust-Nera,RU,64.5667,143.2,36.72,90,70,3.18,broken clouds,2022-05-02 04:41:10
582,Payakumbuh,ID,-0.2202,100.6308,81.75,79,98,1.57,overcast clouds,2022-05-02 04:41:10
583,Soyo,AO,-6.1349,12.3689,77.29,88,100,5.19,overcast clouds,2022-05-02 04:41:10
584,Jagdalpur,IN,19.0667,82.0333,97.95,27,48,11.41,scattered clouds,2022-05-02 04:41:11
585,Gwadar,PK,25.1216,62.3254,85.93,60,0,20.15,clear sky,2022-05-02 04:41:11
586,Neuquen,AR,-38.9516,-68.0591,49.89,71,0,0.0,clear sky,2022-05-02 04:37:00
587,San Lawrenz,MT,36.0553,14.204,57.85,93,0,1.99,clear sky,2022-05-02 04:41:12
588,Iralaya,HN,15.0,-83.2333,78.71,88,70,11.01,broken clouds,2022-05-02 04:41:12
589,Pietersburg,ZA,-23.9045,29.4688,45.45,87,0,1.14,clear sky,2022-05-02 04:41:13
590,Sanawad,IN,22.1833,76.0667,99.68,23,66,14.23,broken clouds,2022-05-02 04:41:13
591,Camalu,MX,30.85,-116.0667,58.87,85,0,6.93,clear sky,2022-05-02 04:41:14
592,Liusha,CN,27.2098,108.59,66.94,48,94,5.39,overcast clouds,2022-05-02 04:41:14
593,Matara,LK,5.9485,80.5353,86.68,69,96,13.67,overcast clouds,2022-05-02 04:41:15
594,Bayan,CN,46.0833,127.4,58.77,29,82,12.57,broken clouds,2022-05-02 04:41:15
595,Nunchia,CO,5.6406,-72.1986,70.29,93,78,3.8,broken clouds,2022-05-02 04:41:15
596,Sernur,RU,56.9333,49.1536,43.03,62,84,8.79,broken clouds,2022-05-02 04:41:16
597,Cienfuegos,CU,22.1461,-80.4356,73.54,88,0,5.75,clear sky,2022-05-02 04:41:16
598,Pinheiro Machado,BR,-31.5783,-53.3811,49.05,95,78,4.43,broken clouds,2022-05-02 04:41:17
599,Oxapampa,PE,-10.5775,-75.4017,59.61,96,98,1.16,overcast clouds,2022-05-02 04:41:17
600,Brest,BY,52.1,23.7,42.76,81,90,2.24,overcast clouds,2022-05-02 04:41:18
601,Ternate,ID,0.8,127.4,84.99,72,8,8.21,clear sky,2022-05-02 04:41:18
602,Olafsvik,IS,64.8945,-23.7142,33.35,64,40,17.74,scattered clouds,2022-05-02 04:41:18
603,Suez,EG,29.9737,32.5263,69.03,51,52,6.98,broken clouds,2022-05-02 04:39:35
604,High Level,CA,58.5169,-117.136,46.51,61,75,3.44,broken clouds,2022-05-02 04:41:19
605,Morondava,MG,-20.2833,44.2833,72.05,70,0,8.93,clear sky,2022-05-02 04:41:19
606,Vestmannaeyjar,IS,63.4427,-20.2734,44.64,79,100,14.52,overcast clouds,2022-05-02 04:41:20
607,Aykhal,RU,66.0,111.5,27.32,84,68,18.61,broken clouds,2022-05-02 04:41:20
608,Mackay,AU,-21.15,149.2,81.68,73,100,16.11,overcast clouds,2022-05-02 04:41:21
609,Panacan,PH,9.2463,118.4082,85.48,70,50,5.99,scattered clouds,2022-05-02 04:41:21
610,Lake Charles,US,30.2131,-93.2044,73.38,94,0,12.66,clear sky,2022-05-02 04:41:22
611,Zaysan,KZ,47.4667,84.8667,76.86,20,97,4.61,overcast clouds,2022-05-02 04:41:22
612,Henderson,US,36.0397,-114.9819,75.22,17,0,25.32,clear sky,2022-05-02 04:39:56
613,Puerto El Triunfo,SV,13.2833,-88.55,85.12,82,88,3.87,overcast clouds,2022-05-02 04:41:23
614,Turmero,VE,10.2239,-67.4729,72.86,75,42,3.24,scattered clouds,2022-05-02 04:41:23
615,Yaring,TH,6.8662,101.3689,88.18,63,100,6.6,overcast clouds,2022-05-02 04:41:23
616,Chunskiy,RU,56.0815,99.6342,48.2,54,100,13.13,overcast clouds,2022-05-02 04:41:24
617,Kidal,ML,18.4411,1.4078,75.54,16,2,11.72,clear sky,2022-05-02 04:41:24
618,Marevo,RU,57.3146,32.0804,42.42,63,67,6.33,broken clouds,2022-05-02 04:41:25
619,Sylvan Lake,CA,52.3168,-114.0853,51.35,46,40,10.36,scattered clouds,2022-05-02 04:39:30
620,Gat,IL,31.61,34.7642,64.4,71,61,3.65,broken clouds,2022-05-02 04:41:25
621,Naron,ES,43.5167,-8.1528,55.04,79,99,5.57,overcast clouds,2022-05-02 04:41:26
622,Nombre De Dios,MX,23.85,-104.2333,60.71,27,99,7.81,overcast clouds,2022-05-02 04:41:26
623,General Roca,AR,-39.0333,-67.5833,48.61,57,52,6.87,broken clouds,2022-05-02 04:41:26
624,Naze,JP,28.3667,129.4833,67.12,54,100,12.01,light rain,2022-05-02 04:41:27
625,Westport,US,41.1415,-73.3579,56.32,63,40,3.44,scattered clouds,2022-05-02 04:41:27
626,Ulaangom,MN,49.9811,92.0667,68.67,13,94,5.64,overcast clouds,2022-05-02 04:41:28
627,Balakhta,RU,55.38,91.6,66.31,39,97,11.05,overcast clouds,2022-05-02 04:41:28
628,Omboue,GA,-1.5746,9.2618,74.39,95,100,5.59,moderate rain,2022-05-02 04:41:29
629,Arcachon,FR,44.5875,-1.0519,54.41,100,86,3.44,overcast clouds,2022-05-02 04:41:29
630,Beyneu,KZ,45.3167,55.2,65.77,39,0,16.93,clear sky,2022-05-02 04:41:20
631,Visby,SE,57.6409,18.296,44.82,57,0,11.5,clear sky,2022-05-02 04:41:30
632,Morant Bay,JM,17.8815,-76.4093,78.42,87,92,9.42,light rain,2022-05-02 04:41:30
633,Kozhva,RU,65.1073,57.0459,28.92,60,76,7.4,broken clouds,2022-05-02 04:41:30
634,Abong Mbang,CM,3.9833,13.1833,65.91,99,86,1.99,overcast clouds,2022-05-02 04:41:31
635,Barmer,IN,25.75,71.3833,98.65,13,63,23.49,broken clouds,2022-05-02 04:41:31
636,Aberfeldy,GB,56.62,-3.8645,51.49,87,100,3.02,overcast clouds,2022-05-02 04:41:32
637,Mae Sai,TH,20.4335,99.8762,87.78,50,87,2.57,overcast clouds,2022-05-02 04:41:32
638,Kaihua,CN,23.3687,104.28,61.2,58,86,10.27,overcast clouds,2022-05-02 04:41:33
639,Tungor,RU,53.3808,142.9564,33.85,95,99,8.3,overcast clouds,2022-05-02 04:41:33
640,Qaqortoq,GL,60.7167,-46.0333,36.95,88,99,2.15,overcast clouds,2022-05-02 04:41:34
641,Porto Novo,BJ,6.4965,2.6036,79.02,88,74,5.88,broken clouds,2022-05-02 04:41:34
642,Tailai,CN,46.3833,123.4,60.26,23,93,16.64,overcast clouds,2022-05-02 04:41:34
643,Lewiston,US,44.1003,-70.2148,42.71,95,0,4.61,clear sky,2022-05-02 04:41:35
644,Yulara,AU,-25.2406,130.9889,71.44,40,100,6.91,overcast clouds,2022-05-02 04:41:35
645,Portland,US,45.5234,-122.6762,58.95,76,75,0.0,broken clouds,2022-05-02 04:40:15
646,Plum,US,40.5004,-79.7495,58.17,77,22,2.33,few clouds,2022-05-02 04:41:36
647,Kirakira,SB,-10.4544,161.9205,82.44,77,98,8.21,overcast clouds,2022-05-02 04:41:36
648,Hamburg,DE,53.55,10.0,45.95,89,0,2.3,clear sky,2022-05-02 04:40:46
649,Jinxiang,CN,27.4327,120.6062,64.98,66,100,6.42,overcast clouds,2022-05-02 04:41:37
650,Askarovo,RU,53.3372,58.5089,38.35,41,75,13.42,broken clouds,2022-05-02 04:41:37
651,Loiza,PR,18.4313,-65.8802,79.45,83,20,4.61,few clouds,2022-05-02 04:41:38
652,Chingirlau,KZ,51.095,54.0814,45.3,43,26,15.26,scattered clouds,2022-05-02 04:41:22
653,Merrill,US,45.1805,-89.6835,43.9,97,100,5.75,overcast clouds,2022-05-02 04:40:05
654,Iranshahr,IR,27.2025,60.6848,80.94,36,0,4.61,clear sky,2022-05-02 04:41:38
655,Meulaboh,ID,4.1363,96.1285,84.65,67,100,3.0,overcast clouds,2022-05-02 04:40:56
656,Suozhen,CN,36.9539,118.1047,78.01,19,16,9.53,few clouds,2022-05-02 04:41:39
657,Kenora,CA,49.8167,-94.4337,34.77,100,100,12.66,overcast clouds,2022-05-02 04:41:39
658,Sembe,CG,1.6481,14.5806,70.36,97,100,1.12,overcast clouds,2022-05-02 04:41:40
659,Pirai Do Sul,BR,-24.5261,-49.9486,59.56,95,64,0.51,broken clouds,2022-05-02 04:41:40
660,Zaoyang,CN,32.1272,112.7542,78.08,31,0,8.95,clear sky,2022-05-02 04:41:41
661,Camocim,BR,-2.9022,-40.8411,75.63,91,100,8.9,overcast clouds,2022-05-02 04:41:41
662,Shumyachi,RU,53.8583,32.4242,46.31,80,88,6.08,overcast clouds,2022-05-02 04:41:41
663,Moree,AU,-29.4667,149.85,80.62,32,75,8.05,broken clouds,2022-05-02 04:41:42
664,Sabang,ID,5.8933,95.3214,83.73,75,91,16.24,overcast clouds,2022-05-02 04:41:42
665,Clifton,US,40.8584,-74.1638,57.9,80,100,4.61,overcast clouds,2022-05-02 04:38:42
666,Kargil,IN,34.5667,76.1,51.85,32,0,0.27,clear sky,2022-05-02 04:41:43
667,Galle,LK,6.0367,80.217,84.36,79,99,13.51,overcast clouds,2022-05-02 04:41:43
668,Manzil Salim,TN,35.8567,8.4765,51.44,74,7,3.58,clear sky,2022-05-02 04:41:44
669,Petrivka,UA,46.9695,30.9591,54.23,59,31,5.28,scattered clouds,2022-05-02 04:41:44
670,Itapaci,BR,-14.9508,-49.5494,65.59,56,6,1.57,clear sky,2022-05-02 04:41:44
671,Basco,PH,20.4487,121.9702,78.75,82,100,23.62,overcast clouds,2022-05-02 04:41:45
672,Polunochnoye,RU,60.8697,60.4153,34.41,61,28,9.44,scattered clouds,2022-05-02 04:41:45
673,Nsunga,TZ,-1.1439,31.3947,60.3,98,100,1.79,moderate rain,2022-05-02 04:41:45
674,Plettenberg Bay,ZA,-34.0527,23.3716,58.33,74,10,4.54,clear sky,2022-05-02 04:41:46
675,Urusha,RU,54.05,122.9,40.3,79,100,6.53,overcast clouds,2022-05-02 04:41:46
676,Honningsvag,NO,70.9821,25.9704,29.95,69,100,14.97,overcast clouds,2022-05-02 04:41:47
677,Santa Luzia,BR,-19.7697,-43.8514,65.3,88,0,3.44,clear sky,2022-05-02 04:41:47
678,Fuxin,CN,42.0156,121.6589,63.3,17,2,5.03,clear sky,2022-05-02 04:41:47
679,Sibu,MY,2.3,111.8167,86.31,74,40,3.44,scattered clouds,2022-05-02 04:41:48
680,Hewitt,US,31.4624,-97.1958,77.09,83,0,17.27,clear sky,2022-05-02 04:41:48
681,Yelandur,IN,12.0667,77.0333,81.75,40,99,6.8,overcast clouds,2022-05-02 04:41:49
682,Ilhabela,BR,-23.7781,-45.3581,73.29,83,55,3.71,broken clouds,2022-05-02 04:41:49
683,Nuuk,GL,64.1835,-51.7216,29.01,86,75,6.91,broken clouds,2022-05-02 04:41:50
684,Santa Maria,BR,-29.6842,-53.8069,55.53,97,98,5.06,overcast clouds,2022-05-02 04:39:22
685,Gasa,PS,31.5,34.4667,65.1,79,57,3.74,broken clouds,2022-05-02 04:41:50
686,Tanggu,CN,39.0211,117.6469,73.36,36,0,8.21,clear sky,2022-05-02 04:41:51
687,Vigrestad,NO,58.5667,5.7,42.58,72,50,7.11,scattered clouds,2022-05-02 04:41:51
